text,label
"Which BBC nightly news programme was presented by Cliff Michelmore, with Fyfe Robertson and Magnus Magnusson?",general
"Running for 46 miles, which line of the London Underground has the longest track?",general
"How would any one of Anne Hegarty, Mark Labbett, Shaun Wallace and Paul Sinha be described on a TV programme?",general
"Which island is made up of three counties, Cornwall, Middlesex and Surrey?",general
What grape is used to make Beaujolais wine?,general
Which British athlete won the 100 m. at the 1924 Olympics?,general
What is the name of the main character in John Osborne's 'Look Back In Anger'?,general
Which car manufacturer makes the Tacuma MPV model?,general
What is the common name for a Cydia moth larva inside a seed of the Sebastiana shrub?,general
Which US author wrote a series of novels about the Women's Murder Club?,general
"In 1942, which American painted 'Nighthawks'?",general
"""Which English playwright wrote """"Loot""""?""",general
In which dale of the Peak District can Lover's Leap be found?,general
Which county cricket team were the first winners of the Gillette Cup in 1963?,general
The Vinson Massif is the highest mountain area in which continent?,general
What is the capital of the new country. South Sudan?,general
In Thomas Hardy's novels Casterbridge is based on which real town or city?,general
Which figures in Greek mythology were also called the Erinyes?,general
Rosemarie Frankland was the first British winner of what in 1961?,general
Who wrote the poem 'Easter 1916'?,general
Who was the first national hunt jockey to ride 1000 winners?,general
At which Buckinghamshire estate did the National Museum of Computing open in 2007?,general
Which Scottish port lies on Loch Ryan?,general
"Which country introduced the 'Cult of the Supreme Being' in 1794, intended to become the state religion?",general
"How is the chemical sodium thiosuiphate, used as a fixer in photography, better known?",general
Java and the Malayan Peninsula are separated by which stretch of water?,general
Who led the unsuccessful uprising against Henry VII in 1497? He was hanged in 1499?,general
Which city is linked to the motorway network by the M32?,general
"In drama, which character says 'parting is such sweet sorrow'?",general
What nickname is given to the financial district of London?,general
In which year was Nelson Mandela released from prison?,general
Whose summer residence is the Castelgandalfo?,general
What name is given to the place of worship in the Sikh religion?,general
"Which great river flows though China, Laos, Cambodia and Vietnam to the South China Sea?",general
In a song who 'Painted up her lips and rolled and curled her tinted hair'?,general
In pop music how is Vincent Furnier better known?,general
Suzy Perry is a presenter on which Channel 5 programme?,general
Who is chief conductor of the Royal Liverpool Philharmonic Orchestra?,general
Which US President was nicknamed 'The Little Magician'?,general
"'Out Of The Silent Planet' and 'The Screwtape Letters' are works of which author, better known for his children's books?",general
Manuel Quezon was a founding father and early president of what nation?,general
What honour was conferred on shoe designer Jimmy Choo in 2002?,general
"Richard Hamilton, who died in September 2011, was famous for the design of the cover of which Beatles album?",general
"""Who wrote """"Elegy in a Country Churchyard?""",general
Which inlet of the Irish Sea separates Cumbria from Dumfries and Galloway?,general
The £2 coin was first issued in the UK in 1986 to celebrate which event?,general
"The artists Beardsley, Klimt, and Tiffany were leading figures in which art movement?",general
Which writer created the character Sergeant Cuff?,general
"In 1498 who painted 'The Last Supper', located in the refectory of Santa Maria delle Grazie in Milan?",general
What type of creature is a hairstreak?,general
What type of rocket was used to launch the Apollo spacecraft?,general
The head and the abdomen are two of the three part of an insect's body - what is the third?,general
Knothead and Splinter are the nephew and niece of which cartoon character?,general
Which French wine region produces Pouilly-Fuisse?,general
Rosemarie Frankland was the first British winner of what in 1961?,general
Which country did England fight against in the Hundred Years' War?,general
What grape is used to make Beaujolais wine?,general
'Parting is such sweet sorrow' is said by which Shakespearian character?,general
"In which year did Lenin die, and Mallory and Irvine disappear on Mount Everest?",general
Which author's characters include Lincoln Rhyme and Kathryn Dance?,general
In Italian cuisine-what type of meat is prosciutto?,general
What gas is produced when water is added to calcium carbide?,general
Which Pacific Island is known as Rapa Nui to the local inhabitants?,general
What is the name of the Editor in Chief of Wikileaks?,general
Which is the lightest metallic element with Atomic Number 3?,general
What was the real name of 'The Birdman of Alcatraz'?,general
In which 1973 Terence Malick film did Martin Sheen and Sissy Spacek play a couple of psychotic murderers?,general
African bush and African forest are species of which animal?,general
Which French wine region produces Pouilly-Fuisse?,general
Which group had a 1981 hit with 'Tainted Love'?,general
Sarah Philipsz was the winner of which prize in 2010?,general
Which racecourse hosts The Lincoln Handicap?,general
What is the common name of the creature Asterias Rubens?,general
"Who was 'King's Painter' to Henry 8th who died, possibly from plague, in 1543?",general
Which pop group of the 70's and 80's released albums entitled `Making Movies' and 'Communiqué'?,general
Who was the father of the Black Prince?,general
When milk sours what acid is formed?,general
"""Which US actor, who appeared in the film """"The 40 year old Virgin"""", also played the lead role in the US version of """"The Office""""?""",general
"Who was the female assistant referee criticised by Andy Gray and Richard Keys, leading to both men's departure from Sky TV?",general
"According to Greek mythology, what was the name of the three headed dog which guarded the entrance to the underworld?",general
"""Who painted the picture known as """"The Rokeby Venus""""?""",general
Which geological epoch are we currently in?,general
"Who played Mo Mowlam in the 2009 television drama, Mo?",general
Which country did England fight against in the Hundred Years' War?,general
Which was the second Liverpool group to have their first three singles reach number one in the charts?,general
The Egyptian god Anubis has the head of which creature?,general
In what year did the 9/11 attacks in the USA take place?,general
In which 1987 film did Robert De Niro portray the gangster Al Capone?,general
The River Volga flows into which sea?,general
In which fictional land was it 'always winter but never Christmas'?,general
What is the all-weather racecourse in Essex which opened in 2008 and went into administration less than a year later?,general
On which island are the 'Standing Stones of Callanish'?,general
Which word is used to describe egg laying mammals?,general
Which BBC2 TV programme is based on the Japanese 'Money No Tora' or 'Money Tiger'?,general
"""Who, in about 1759, painted the picture """"The Shrimp Girl"""", now in the National Gallery, London?""",general
"Whose 2010 album, gospel music, is called Praise and Blame?",general
Aristide Bruant and Jane Avril feature in the art of which French painter?,general
In 1994 who was the last Formula One driver to be killed in a racing accident on the track?,general
In which county is Aldeburgh?,general
What nationality is the operatic tenor Juan Diego Flores?,general
"Which is the smallest US state capital with a population of less than 8,000 (name either the capital or the state)?",general
Which football league team has the nickname 'The Cherries'?,general
Who is the founder of Facebook?,general
In which country was the film director Roman Polanski born?,general
The Vinson Massif is the highest mountain area in which continent?,general
What type of camera did Edwin Land develop?,general
From what country does the cheese Castello originate?,general
What is the name of the last passenger ship to hold the Blue Riband?,general
Toussaint Louverture led a revolution in 1791 in what present day country?,general
Robert Diamond is the Chief Executive of which British bank?,general
"Which sport was, allegedly, invented by Abner Doubleday in Cooperstown, New York in 1839?",general
"In July 1946, which hotel in Jerusalem was bombed by Jewish terrorists because it was the HQ of the British administration?",general
What do Ballinsloe in Co. Galway and Appleby in Cumbria have in common?,general
For which disease is morbilli the Latin name?,general
What number is dialled to hear the Speaking Clock?,general
"Which opera by Offenbach features the barcarole entitled 'Belle nuit, o nuit d'amour'?",general
"In the Christian religion, how many traditional stations of the cross are there?",general
Graham McPherson achieved fame as a singer using which name?,general
"Marton, Sally Brass and Christopher Nubbles are characters in which Dickens novel?",general
Venta Belgarum was the Roman name for which English city?,general
"""Which blue-veined soft cheese has a name which translates as """"sweet milk""""?""",general
Night blindness is caused by a deficiency of which vitamin?,general
Who wrote the music for the ballet 'Daphnis et Chloé'?,general
"In 1565, which centre for commerce was created by Sir Thomas Gresham?",general
What is the capital city of the Dominican Republic?,general
Which human rights group appointed Sharmishta (Shami) Chakrabati as director in 2003?,general
Which son of King Agenor is the reputed founder of the city of Thebes in Ancient Greece?,general
"Who is the former Chief Constable of Merseyside, now Commissioner of the Metropolitan Police?",general
"The first woman to win an Olympic gold medal was Charlotte Cooper in Paris in 1900, in which sport?",general
Which literary heroine was played in a 2011 film by Mia Wasikowska?,general
"In Greek mythology, by what collective name are the daughters of Zeus and Mnemosyne better known?",general
"In the world of rock music, how is Paul Hewson better known?",general
"""Clare Grogan, singer with """"Altered Images"""" first found fame as an actress in which film?""",general
In which town is the administrative headquarters of Wiltshire?,general
Which vegetable has varieties called 'The Student' and 'Tender and True'?,general
"After-Eights are now made by Nestle, which company created them in 1962?",general
What was Coco Chanel's real first name?,general
Which Roy Orbison song featured in the 'Only Fools and Horses' episode called 'Stage Fright'?,general
"Who directed the Oscar winning film, The Kings Speech?",general
Who was the only man to serve as Chancellor of the Exchequer under both Harold Wilson and James Callaghan?,general
"Which American band, formed in 1965, included amongst its members John and Michelle Phillips?",general
What was the surname of the only grandfather and grandson to become US President?,general
Which is the only marine species where the male gives birth to the young?,general
What is the name of Dvorak's ninth symphony?,general
Which British chemist/inventor first isolated the chemical element sodium?,general
Where were the Bee Gees twins Maurice and Robin Gibb born?,general
Who directed the Western Rio Bravo which starred John Wayne and Dean Martin?,general
"Which US President, along with Queen Elizabeth ,opened the St. Lawrence Seaway in June 1959?",general
Who is the author of 'The Tales of Beedle the Bard'?,general
In which European City is the Mariinsky Ballet based?,general
"""The phrase """"There's a sucker born every minute"""" is generally attributed to which US showman (1810-1891)?""",general
"What is the name of the long, thin muscle that runs down the thigh, the longest muscle in the human body?",general
Steve Brookstein won the first series of which TV show in 2004?,general
Who wrote the poem 'Easter 1916'?,general
The French word for 'hook' is the name for which craft?,general
If you were celebrating your pearl wedding anniversary for how many years have you been married?,general
In which British city was Saint Enoch's Railway Station?,general
"""Which comedian's catchphrase was """"I won't take me coat off, I'm not stopping""""?""",general
"In the Lotto Thunderball draw, you choose 1 Thunderball from how many?",general
In which African country is the city of Fez?,general
Who won the 2012 Rugby Union Six Nations title?,general
"Which TV cartoon series features the Griffin family of Quahog, Rhode Island?",general
In which former Russian state is Chernobyl located?,general
For which US President did Richard Nixon serve as Vice President?,general
Which was the only one of his own films that Hitchcock ever remade?,general
How high is the post on which the ring and net are suspended in netball?,general
Who is to play Miss Havisham in the 2012 film version of Dickens' Great Expectations'?,general
"In 1498 who painted 'The Last Supper', located in the refectory of Santa Maria delle Grazie in Milan?",general
What honour was conferred on shoe designer Jimmy Choo in 2002?,general
Give the common name for the plant `Kniphofia'.,general
Which fruit has the Latin name Fragaria?,general
Ballabriggs won the 2011 Grand National. Who was his jockey?,general
"Which actor has appeared in the films `Se7en', 'Fight Club', 'Inglourious Basterds' and 'Oceans Eleven'?",general
What was the actual first name of Bette Davis?,general
Which is the last grand slam tennis tournament of the year?,general
Who was the mother of the Greek mythological hero Perseus?,general
"In the children's TV show 'Trumpton', Captain Flack's firemen were Pugh, Pugh, Barney McGrew, Cuthbert, Dibble and who else?",general
"In the celestial hierarchy, what is the highest order of angels?",general
"Who, in the Old Testament, ordered the building of the Golden Calf?",general
Which bird is also called the peewit or green plover?,general
How many links are there in a surveyor's chain?,general
"Admiral Lord Nelson was created Duke of Bronte, on which island is Bronte?",general
The cartoon character Norville Rogers is better known by what name?,general
"Lucha Libre is a popular form of wrestling, in which country did it originate?",general
Who was the US President who sought a third term of office when he ran as a Bull Moose or Progressive candidate?,general
"Nadgett, Elijah Pogram and Tom Pinch appear in which Dickens novel?",general
Which character in Coronation Street is played by the actress Katherine Kelly?,general
"Which creature has three species: plains, mountain and Grevy's?",general
"""Whose 2010 autobiography, is called """"Decision Points""""?""",general
At which Japanese power plant was a state of emergency declared after an earthquake in 2011?,general
What was the capital of Portugal prior to Lisbon?,general
What is the capital city of Sierra Leone?,general
The new postcode E20 has been introduced to cover which development?,general
In which ocean is the Gulf Stream?,general
In the 1985 film which actress was 'Desperately Seeking Susan'?,general
The sackbut developed into which modern musical instrument?,general
Which Mediterranean island was conquered by Richard 1 in 1191?,general
In which war did the Battle of Sedan take place?,general
"In the French original of 'Magic Roundabout, the character Pollux had a sweet tooth, what name did the character have in the English version?",general
'Last of the Summer Wine' is the creation of which comic writer?,general
"""Whose 2010 autobiography, is called """"Decision Points""""?""",general
Who beat Andy Murray in the final of the Australian Open in January 2011?,general
"""Who appeared on the first cover of """"Playboy"""" magazine?""",general
An ARP detachment leader called Thomas Alderson was the first recipient of which award?,general
Who was Big Ben named after?,general
Which group had a 1981 hit with 'Tainted Love'?,general
In which European City is the Mariinsky Ballet based?,general
Michelangelo's statue 'David' is in the Galleria dell'Accademia in which city?,general
Which Pacific Island is known as Rapa Nui to the local inhabitants?,general
Whom did Valerie Solanas shoot in 1968?,general
What is the name of the ruling house of Monaco?,general
"""Which British playwright wrote """"Stags and Hens""""?""",general
Which British artist painted a portrait of Winston Churchill that was destroyed on the instructions of Lady Churchill?,general
Which African country was formerly called Bechuanaland?,general
In which century was the printing press established in Britain?,general
Maudie Littlehampton appeared in whose pocket cartoons in the Daily Express?,general
"""Who played Aragorn in the film """"Lord of the Rings""""?""",general
"What are Duke of Burgundy, White Admiral and Essex Skipper?",general
Who won the 2012 Rugby Union Six Nations title?,general
What is the desert that occupies the southern part of Israel?,general
Where is Charles Darwin buried?,general
Which Pope launched the first Crusade in 1095?,general
In Mohs scale of hardness which mineral is rated Number One - i.e. the softest?,general
"In Greek mythology, how are Clotho, Lachesis and Atropos better known?",general
In which city did the Peterloo Massacre occur?,general
What was the venue near Newport for the 2010 Ryder Cup?,general
"In the USA, motor neurone disease is often named after which baseball player?",general
"Who, as at July 2011, is Archbishop of Westminster?",general
Which internet service was set up by David Filo and Jerry Yang in 1994?,general
In which constellation is the Horsehead Nebula?,general
In the children's TV series who was the pilot of fireball XL5?,general
In what year was the old age pension introduced in the UK?,general
"Butch the dog, Kipper the cat and Ramsbottom the snake were friends of which TV puppet?",general
"Which TV cartoon series features the Griffin family of Quahog, Rhode Island?",general
Which infectious viral disease of domestic poultry is also called Newcastle disease?,general
"Which TV cartoon series features the Griffin family of Quahog, Rhode Island?",general
"In Greek mythology who fell from Pegasus as he attempted to fly to Mount Olympus, the realm of the gods?",general
Which Indian God is usually depicted with the head of an elephant?,general
"Who, as at July 2011, is Archbishop of Westminster?",general
Which motorway connects London to Swansea?,general
On TV Peter Griffin is the father figure in which cartoon series?,general
Venta Belgarum was the Roman name for which English city?,general
Frederick Delius was born where?,general
In which constellation is the Horsehead Nebula?,general
"Which protein is a major component of hair, skin, nails and tooth enamel?",general
What is the name of Dvorak's ninth symphony?,general
Yulia Tymashenko imprisoned for abuse of her office was a former Prime Minister of which European country?,general
Who played 'Two-Face' in the 1995 film 'Batman Forever'?,general
Polygamy is the state of having more than one wife but what word describes the state of having more than one husband?,general
In which state of the USA would you find the cities of Macon and Savannah?,general
In which English county is the village of Tolpuddle?,general
"Catherine of Valois, Matilda and Margaret Beaufort were all mothers of English Kings with which first name?",general
"""Who, in 1776, wrote """"The Wealth of Nations""""?""",general
In which year was the National Lottery started?,general
Stewart Island is the third largest island of which country?,general
A standard (Double 6) set of Dominoes contains how many dominoes?,general
Who is the author of the novel 'Girl with a Pearl Earring'?,general
"Margaretha Zelle was shot as a spy in Paris in 1917, how was she better known?",general
Night blindness is caused by a deficiency of which vitamin?,general
In which US state is the city of Cincinnati?,general
"Which poet wrote the children's fantasy novel, The Box of Delights?",general
Who was the commander-in-chief of the German 6th Army when it surrendered at Stalingrad in February 1943?,general
"In the early 1970s, Lynne Paul and Eve Graham were the lead singers in which group?",general
"Who was the first British author to win the Nobel prize for Literature, in 1907?",general
How many spoons are there in a full set of Apostle spoons?,general
Ballabriggs won the 2011 Grand National. Who was his jockey?,general
Heather Small was lead singer with which successful Manchester band?,general
Which racing driver had the nickname the Shunt?,general
'Barwick Green' is the theme tune to which radio serial?,general
"According to Virgil, who was the reputed founder of the city of Carthage?",general
What grape is used to make Beaujolais wine?,general
"Which opera by Offenbach features the barcarole entitled 'Belle nuit, o nuit d'amour'?",general
Who won the 2012 Rugby Union Six Nations title?,general
Who plays King George VI in the award winning film The King's Speech?,general
Which BBC journalist has been revealed as the secret son of the late Peter Woods?,general
"Which entertainer was born Stevland Judkins (his surname later changed to Morris) in Saginaw, Michigan in 1950?",general
What name is given to the southern landmass formed by the splitting of a single world continent over 200 million years ago?,general
"Which sport was, allegedly, invented by Abner Doubleday in Cooperstown, New York in 1839?",general
Which actress of the early screen days was known as 'America's Sweetheart?,general
Who is the Italian born architect of The Shard in London?,general
"""""""Either the wallpaper goes or I do"""" are the reported last words of which writer in 1900?""",general
"Which US inventor designed the Clermont, one of the earliest steamships?",general
Which English Benedictine monk and missionary is known as the Apostle of Germany?,general
"""Who was the director of the Hitchcock spoof film """"High Anxiety""""?""",general
Who composed the oratorio Carmina Burana?,general
From what country does the cheese Jarlsberg originate?,general
"The wading birds, curlew and snipe belong to which family of birds?",general
Who founded the Royal Shakespeare Company in 1961?,general
"Which French writer published the collection of fairy tales `Contes de ma mere l'Oye', better known as Mother Goose?",general
"Who was the first British author to win the Nobel prize for Literature, in 1907?",general
The shawm has developed into which modern musical instrument?,general
"Which horse, trained by Sir Michael Stoute, won the 2010 Epsom Derby?",general
Who won the 2010 Open Golf Championship at St. Andrews?,general
Which English footballer was the first to be transferred for £1 million in 1979?,general
"Where, in Wales, is Beaumaris Castle?",general
Who has written a series of books featuring the character Jack Reacher?,general
Name the film infamous for a controversial scene where a knickerless Sharon Stone crosses her legs?,general
Who owned a teddy bear called Archibald Ormsby-Gore?,general
Lucie Manette is the heroine of which Dickens Novel?,general
Dustin Hoffman played the role of an autistic savant in the film 'Rain Man'. Who played the part of his younger brother Charlie?,general
Who won the 2011 Turner Prize for his installation 'Do Words Have Voices'?,general
What is the capital of the German region of Saxony?,general
In which century was the printing press established in Britain?,general
Who wrote the novels 'A Passage to India' and 'A Room with a View'?,general
What is the name of the mongoose in Rudyard Kipling' s 'The Jungle Book'?,general
Manchester City defender Vincent Kompany plays for which international team?,general
In which Pakistan city was Osama Bin Laden killed in 2011?,general
Durres is the chief port of which European country?,general
In which sea is the Great Barrier Reef?,general
Historically which Rugby League Super League side were known as 'The Airlie Birds'?,general
Which BBC Local Radio Station began as Radio Blackburn in 1971?,general
Which TV comedy series was set on Craggy Island?,general
What city is the capital of Slovenia?,general
Which British car company manufactured the Javelin and Jupiter models?,general
"""Clare Grogan, singer with """"Altered Images"""" first found fame as an actress in which film?""",general
What is the Estonian name for Estonia?,general
Who wrote the music for the ballet 'Daphnis et Chloé'?,general
Which novel opens with the following words 'Renowned curator Jacques Saunière staggered through the vaulted archway of the museum's Grand Gallery'?,general
The Hahnenkamm mountain and ski runs are part of which European ski resort?,general
"In the Muslim religion, how many times a day does the muezzin call the faithful to prayer?",general
"In July 1946, which hotel in Jerusalem was bombed by Jewish terrorists because it was the HQ of the British administration?",general
Which architect invented the Geodesic Dome?,general
The Bible Student Movement founded by Charles Taze Russell in 1872 is now known by which name?,general
Which comedian/entertainer was known as Bighearted Arthur?,general
In 'Hamlet' whose grave is being dug when Yorick's skull is found?,general
What is the common name of the creature Asterias Rubens?,general
In which constellation is the Crab Nebula?,general
"Named after a-Dutch astronomer; what is the name of the spherical cloud of comets, which lies about 1 light year from the sun?",general
"In the bible what name is given to the following Michael, Raphael, Uriel, Selaphiel, Jegudiel and Barachiel known as?",general
"America, the Pacific coast: which state is between Washington and California?",general
Danny O'Donoghue was a judge on the TV show 'The Voice'; he is the singer with which group?,general
What breed of dog is known as the carriage dog?,general
Who wrote the poem 'The Charge of the Light Brigade'?,general
"Graham Napier has hit a record 16 sixes in an innings both in a Twenty20 match in 2008 and a County Championship match in 2011, for which county does he play?",general
In the 1986 film 'Hannah and her Sisters' who played Hannah?,general
"Cricketer James Pattinson made his test debut for Australia this year. What is the first name of his brother, a Nottinghamshire player who played one test for England in 2008?",general
"In the 2010 film, Eat, Pray, Love who plays the part of the book's author?",general
Vicki Butler Henderson is a presenter on which Channel 5 programme?,general
The Shard stands next to which London Underground station?,general
'At my Mother's Knee (and other Low Joints)' is the first autobiography by which TV personality?,general
"Which French writer published the collection of fairy tales `Contes de ma mere l'Oye', better known as Mother Goose?",general
Who became the first American F1 champion in 1961?,general
If you travelled due west from Punta Arenas in Chile you would make landfall in which South American country?,general
The film Throne of Blood (1957) was based on which Shakespeare play?,general
What constituency did John Major represent while he was Prime Minister?,general
Plato was the pupil of which famous teacher?,general
"What is the name of the disc shaped region beyond the orbit of Neptune, discovered in 1992, which contains dwarf planets and small icy bodies?",general
'Lola' was a hit in 1970 for which pop group?,general
Who drove the car 'Thrust SSC' that first broke the land speed record in September 1997?,general
The flight of which space shuttle in 2011 successfully concluded Nasa's space shuttle programme?,general
African bush and African forest are species of which animal?,general
The 'Occupy...' movement started in September 2011 and now has camps in more than 80 countries. But which was the first camp?,general
In the Bible to where was Saul heading when he was blinded by the light and converted to Christianity?,general
"Which-singer's voice was of the leading actress in the films 'Gentlemen Prefer Blondes', 'The King and I', 'West Side Story' and 'My Fair Lady'?",general
Which Booker Prize winner coined the advertising slogan 'Naughty by nice'?,general
Michelangelo's statue 'David' is in the Galleria dell'Accademia in which city?,general
In 1911 who led the first successful expedition to reach the South Pole?,general
Starr Gate and Imperial Hotel are stops on which tram system?,general
"In which children's TV programme, narrated by Derek Jacobi, would you see Iggle-Piggle and Upsy-Daisy?",general
Starr Gate and Imperial Hotel are stops on which tram system?,general
Who plays the part of Charles Xavier in the 2011 film `X-Men First Class'?,general
Who is the patron saint of tax collectors?,general
What name is given to the untanned skins of sharks and rays?,general
"In the Bible, who was the elder daughter of Laban who became the first wife of Jacob and the mother of Dinah?",general
"""Whose 2010 autobiography, is called """"Decision Points""""?""",general
In which year did the pound note cease to be legal tender in England?,general
Scapa Flow is situated in which part of the British Isles?,general
Who beat Andy Murray in the final of the Australian Open in January 2011?,general
Which composer won an Oscar for the music score in the film 'Bridge on the River Kwai'?,general
Common in Australia the wattle is a tree of what genus?,general
'The Night of the Hunter' in 1955 was the only film to be directed by which actor?,general
Which Briton beat Oliver McCall to become WBC World Heavyweight champion in 1995?,general
"In drama, which character says 'parting is such sweet sorrow'?",general
Which tree has the Latin name Ilex?,general
"""Which genus of plants includes """"busy lizzie"""" and """"touch-me- not""""?""",general
"""The phrase """"There's a sucker born every minute"""" is generally attributed to which US showman (1810-1891)?""",general
"""Which novelist won the 1970 Nobel Prize for Literature """"for the ethical force with which he has pursued the indispensable traditions of Russian literature""""?""",general
The name of which unit of measurement is taken from the Greek meaning universal measure?,general
What type of Rolls-Royce engines were used to power Concorde?,general
"Which horse, trained by Jonjo O'Neil, won the 2010 Grand National?",general
Which artist painted 'Allegory on the Blessings of Peace' in about 1630?,general
Where were the first Winter Olympics held in 1924?,general
Who composed the 1830 work `Symphonie Fantastique'?,general
"""Who wrote the 1972 novel """"Watership Down""""?""",general
"Who directed the Oscar winning film, The Kings Speech?",general
Which novel opens with the following words 'The boy with fair hair lowered himself down the last few feet of rock and began to pick his way towards the lagoon'?,general
Kenny Dalglish and Herbert Chapman have both won top flight English league championships with two different clubs. Who is the only other man to do this?,general
"In the USA, motor neurone disease is often named after which baseball player?",general
"In the Bible, who was the elder daughter of Laban who became the first wife of Jacob and the mother of Dinah?",general
Who is the author of 'The Tales of Beedle the Bard'?,general
"Which scientist was the first, in 1888, to demonstrate the existence of electromagnetic waves?",general
Who was the last British tennis player to win the men's singles at Wimbledon?,general
In which year did men first walk on the moon?,general
Tolpuddle is in which English county?,general
Who won the 2011 South American football championships (Copa America)?,general
"In 1922, who replied 'Wonderful Things', when asked what he could see through a-hole in a wall?",general
Name the 1978 TV programme in which Lorne Green played Commander Adama and Dirk Benedict plays Lieutenant Starbuck?,general
In which year did George the Fourth become king of the United Kingdom?,general
Styria and Carinthia are states in which country?,general
"Which famous American singer-songwriter and musician, born in Vernon, Texas, died on 6th December 1988?",general
"""To which genus of plants do """"Sweet William"""" and """"Carnations"""" belong?""",general
Who won the Best Actress Oscar in 1990 for her role as Annie Wilkes in the film 'Misery'?,general
"""Who played Cat Woman in the 1997 film """"Batman Returns""""?""",general
Whom did Valerie Solanas shoot in 1968?,general
Name the novel in which the main characters Leopold and Molly Bloom live in Dublin in 1904?,general
'The Monkey Bread tree' is another name for which African tree?,general
Kenny Dalglish and Herbert Chapman have both won top flight English league championships with two different clubs. Who is the only other man to do this?,general
Which county cricket team were the first winners of the Gillette Cup in 1963?,general
Which British athlete won the 100 m. at the 1924 Olympics?,general
"Who wrote The Iceman Cometh, and disowned his daughter for marrying Charlie Chaplin?",general
"Who was the first Governor-General of Pakistan from August 1947 to his death in September 1948, he is known as the 'Father of the Nation'?",general
The journalist Polly Toynbee writes for which national newspaper?,general
What is the capital of the Austrian province of Tyrol?,general
Who was the first host of the TV show Pets Win Prizes?,general
How many points are scored when you kick a goal in Gaelic football?,general
Which famous British explorer went in search of El Dorado?,general
Which character in Eastenders is played by the actress Cheryl Fergison?,general
'The Necessary Aptitude' is the title of which poet/celebrity's 2011 autobiography?,general
Foinavon won the Grand National in 1967 at odds of 100-1. What was the next horse to win it at odds of 100-1?,general
In which harbour is the area 'called The Sandbanks found?,general
Which American state's flag contains an image of a bison?,general
Which is the national flower of Mexico?,general
The House of Silk by Anthony Horowitz is about which character?,general
Who designed the Albert Memorial in London?,general
Who is to play Miss Havisham in the 2012 film version of Dickens' Great Expectations'?,general
Easter Island is a territory of which country?,general
In which year did Dr Who first appear on our television screens played by William Hartnell?,general
What is the most common name for the animal found in North America which is also known as the woodchuck or land beaver?,general
Who founded the Royal Shakespeare Company in 1961?,general
At which battle of 1471 was Richard Neville aka Warwick the Kingmaker killed?,general
The Hahnenkamm mountain and ski runs are part of which European ski resort?,general
Which Indian God is usually depicted with the head of an elephant?,general
What type of creature is a hairstreak?,general
Who replaced Steve Bruce as Manager of Sunderland in December 2011?,general
The Tropic of Capricorn crosses the Atlantic coast of Africa in which country?,general
Name the 1978 TV programme in which Lorne Green played Commander Adama and Dirk Benedict plays Lieutenant Starbuck?,general
"In the Old Testament, whose wife was Zipporah?",general
Historically which Rugby League Super League side were known as 'The Loiners'?,general
"What other, non-scientific, name is given to the extinct smilodon?",general
Who hosts the new (Challenge TV) version of the TV quiz show 'Blockbusters'?,general
"In the history of the British army, what were the Baker, the Brunswick and the Ferguson?",general
"In which Disney film do the fairies Flora, Fauna and Merryweather appear?",general
"Who, when aged 42 years and 103 days, is the oldest footballer to play for England?",general
"In Italian sport, what name is given to the fanatical groups of supporters, particularly of the Ferrari motor racing team?",general
Which is the main river that flows through Toulouse?,general
"""Who wrote the book """"Small Island""""?""",general
Which 1985 film was nominated for eleven Oscars and did not win any,general
"""In 'The Simpsons"""", what is the forename of the driver of the school bus?""",general
Which seaport was the former capital of Egypt?,general
"In the Sudanese wars, which British general was killed at Khartoum?",general
Which 1985 film was nominated for eleven Oscars and did not win any,general
"Cara, Estima and Desiree are types of what?",general
What do the Americans call 'mobile phones'?,general
Compound and recurve are variations of which Olympic event's equipment?,general
"What kind of bird has varieties called tawny, short-eared and little?",general
"In snooker, whose nickname is 'The Nugget'?",general
Who formed the first Triumvirate with Pompey and Crassus?,general
Which tennis player was stabbed hi the back in Hamburg in 1993?,general
"Which element, atomic number 11, is a soft, silvery-white, highly reactive metal?",general
Which British actress was married to Sir Laurence Olivier at the time of his death?,general
The 'Free Officers Movement' took control of which country in a 1952 coup?,general
Which group had a 1981 hit with 'Tainted Love'?,general
"In classification of living creatures, which level comes between Class and Family, for example Primates?",general
'Last of the Summer Wine' is the creation of which comic writer?,general
How is the number 2 written when expressed as a binary number?,general
La Digue and Mahe are islands in which Indian Ocean group?,general
Who composed the oratorio 'The Dream of Gerontius'?,general
The RTS is the Stock Exchange of which European Country?,general
Which racecourse stages the Coventry Stakes?,general
Which Italian form of improvised comic drama was popular in the 16th and 17th centuries?,general
"Who said after losing a libel case against Robert Maxwell, 'I've just given a fat cheque to a fat Czech'?",general
Who played the character Nellie Harvey in Coronation Street?,general
"Which American rock band, formed in 1964, included amongst its members David Crosby and Roger McGuinn?",general
Ramon Mercader assassinated which C20th leader?,general
Manchester City defender Vincent Kompany plays for which international team?,general
"Which sailing ship, named after the witch in Burns' poem 'Tam O'Shanter', is preserved in dry dock at Greenwich?",general
Who won the Best Actress Oscar in 2010 for her role as Leigh Anne Tuohy in the film 'The Blind Side'?,general
What is the English title of the national anthem of Ireland?,general
Which politician faked his own death in Florida in 1974?,general
What horse race might originally have been called the Bunbury Stakes?,general
In which dale of the Peak District can Lover's Leap be found?,general
Graham McPherson achieved fame as a singer using which name?,general
At which battle of 1403 was Sir Henry Percy aka Hotspur killed?,general
